[2026-04-04T13:44:10.150628] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 76.2% | Time: 2026-04-04 13:44:10 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c852b184a370274d43e2.jpg
[2026-04-04T13:44:45.851775] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 77.0% | Time: 2026-04-04 13:44:45 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c875b184a370274d43e3.jpg
[2026-04-04T13:45:20.553051] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 81.2% | Time: 2026-04-04 13:45:20 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c898b184a370274d43ea.jpg
[2026-04-04T13:45:27.004634] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 83.6% | Time: 2026-04-04 13:45:26 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c89cb184a370274d43eb.jpg
[2026-04-04T13:45:34.059818] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 81.9% | Time: 2026-04-04 13:45:34 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c8a6b184a370274d43f2.jpg
[2026-04-04T13:46:14.990109] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 81.3% | Time: 2026-04-04 13:46:14 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c8ceb184a370274d43f6.jpg
[2026-04-04T13:46:47.449873] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 76.7% | Time: 2026-04-04 13:46:47 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c8efb184a370274d43fe.jpg
[2026-04-04T13:46:54.079310] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 83.4% | Time: 2026-04-04 13:46:54 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c8f6b184a370274d4400.jpg
[2026-04-04T13:47:45.040354] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 79.8% | Time: 2026-04-04 13:47:45 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c929b184a370274d4406.jpg
[2026-04-04T13:48:18.046501] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 82.1% | Time: 2026-04-04 13:48:18 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c94ab184a370274d440d.jpg
[2026-04-04T13:48:24.628519] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 82.2% | Time: 2026-04-04 13:48:24 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c950b184a370274d4410.jpg
[2026-04-04T13:48:33.169580] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 81.9% | Time: 2026-04-04 13:48:33 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c959b184a370274d4411.jpg
[2026-04-04T13:49:15.580165] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 76.6% | Time: 2026-04-04 13:49:15 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c983b184a370274d4414.jpg
[2026-04-04T13:49:48.265628] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 78.7% | Time: 2026-04-04 13:49:48 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c9a4b184a370274d441a.jpg
[2026-04-04T13:49:54.847548] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 81.3% | Time: 2026-04-04 13:49:54 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c9a4b184a370274d441a.jpg
[2026-04-04T13:50:03.618998] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 77.2% | Time: 2026-04-04 13:50:03 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c9b3b184a370274d441d.jpg
[2026-04-04T13:50:44.875240] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 76.3% | Time: 2026-04-04 13:50:44 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c9dcb184a370274d4427.jpg
[2026-04-04T13:51:17.541767] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 80.7% | Time: 2026-04-04 13:51:17 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0c9fdb184a370274d442d.jpg
[2026-04-04T13:51:23.957614] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 84.0% | Time: 2026-04-04 13:51:23 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0ca03b184a370274d442f.jpg
[2026-04-04T13:51:32.707796] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 75.1% | Time: 2026-04-04 13:51:32 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0ca0cb184a370274d4432.jpg
[2026-04-04T13:52:12.987735] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 79.5% | Time: 2026-04-04 13:52:12 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0ca34b184a370274d4434.jpg
[2026-04-04T13:52:46.649160] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 77.1% | Time: 2026-04-04 13:52:46 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0ca56b184a370274d443e.jpg
[2026-04-04T13:52:53.301334] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 83.4% | Time: 2026-04-04 13:52:53 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0ca5db184a370274d4442.jpg
[2026-04-04T13:53:02.038054] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 77.2% | Time: 2026-04-04 13:53:02 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0ca66b184a370274d4446.jpg
[2026-04-04T13:53:10.736617] 🔥 EMERGENCY ALERT: SPARK DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 93.9% | Time: 2026-04-04 13:53:10 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0ca6eb184a370274d4448.jpg
[2026-04-04T13:53:44.849425] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 82.1% | Time: 2026-04-04 13:53:44 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0ca90b184a370274d444b.jpg
[2026-04-04T13:54:16.326402] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 78.7% | Time: 2026-04-04 13:54:16 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0cab0b184a370274d444c.jpg
[2026-04-04T13:54:22.837780] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 82.8% | Time: 2026-04-04 13:54:22 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0cab0b184a370274d444c.jpg
[2026-04-04T13:54:31.910919] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 77.2% | Time: 2026-04-04 13:54:31 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0cabfb184a370274d4453.jpg
[2026-04-04T13:54:40.536564] 🔥 EMERGENCY ALERT: SPARK DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 93.9% | Time: 2026-04-04 13:54:40 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0cac8b184a370274d4455.jpg
[2026-04-04T13:55:13.334165] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 79.0% | Time: 2026-04-04 13:55:13 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0cae9b184a370274d4460.jpg
[2026-04-04T13:55:47.784677] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 77.2% | Time: 2026-04-04 13:55:47 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d0cb0bb184a370274d4463.jpg
[2026-04-05T21:22:46.952285] 🔥 EMERGENCY ALERT: FIRE DETECTED | Zone/Location: Admin Block (Camera: fire 2) | Confidence: 75.1% | Time: 2026-04-05 21:22:46 | 🚨 IMMEDIATE EVACUATION/ACTION REQUIRED | Snapshot: http://127.0.0.1:5000/alert_images/violation_69d2854e8440cd0cd5dfc309.jpg
